title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
Pamian AC Units Fix Cont,+971 6 532 7365,http://www.pamiangroup.com/,info@pamiangroup.com | info@pacventac.com,2,Sharjah,AE,4.4,HVAC contractor
طاقم الخبراء لأعمال صيانة التكييف والتهوية دبي و الشارقه Expert Crew AC maintenance works Dubai and sharjah,+971 50 130 3194,,,0,,,5,Construction company
Al Hazem Auto Garage,+971 52 528 4448,http://www.alhazemauto.com/,,0,Sharjah,AE,4.7,Auto air conditioning service
Al Dar technical service | AC installation and repair service in Dubai,+971 54 717 9617,https://aldartechnicalservice.com/index.html,servicealjabal@gmail.com,1,,,5,Air conditioning repair service
AutoPro - 7089,+971 4 239 3479,https://www.autopro.ae/,,0,Dubai,AE,4.7,Auto repair shop
AutoPro - 7028,+971 4 288 1069,https://www.autopro.ae/,,0,Dubai,AE,4.7,Auto repair shop
AutoPro - 7014,+971 4 236 2182,https://www.autopro.ae/,,0,Dubai,AE,4.8,Auto repair shop
Space Mix Technical Services LLC,+971 52 882 2786,https://spacemixtechnical.com/,,0,,,1.8,Property maintenance
First Stop ( Metaverse Auto Service) Al Aweer First,+971 50 161 3479,,,0,Dubai,AE,4.9,Mechanic
Fasttrack Emarat Houshi,+971 6 741 7745,https://www.fasttrackemarat.com/,,0,Sharjah,AE,4.6,Car repair and maintenance service
Al Imran Technical Services - AC Repair and Maintenance in Dubai,+971 50 578 3685,https://uaetechnical.com/,,0,Dubai,AE,4.2,Air conditioning repair service
Al Muayed A/C Unit Ind. L.L.C المؤيد لصناعة وحدات التكييف ذ.م.م,+971 6 545 5630,,,0,Sharjah,AE,4.5,HVAC contractor
AL NEJOUD A/C UNITS FIXING CONT.,+971 55 796 8568,,,0,Sharjah,AE,4.1,Air conditioning contractor
EuroVentus Sharjah يوروفنتوس الشارقه,+971 50 800 4589,http://euroventus.com/,,0,Sharjah,AE,5,Air conditioning system supplier
Well Done Auto AC & Electrical Works,+971 55 794 2739,,,0,Abu Dhabi,AE,5,Auto air conditioning service
EFR Motorsport L.L.C,+971 52 221 9449,http://www.efr.ae/,"info@efr.ae | ""info@efr.ae""",2,Abu Dhabi,AE,4.7,Auto repair shop
Fix My Car Auto Repair,+971 56 281 5800,http://www.fixmycarme.com/,services@fixmycarme.com,1,Abu Dhabi,AE,4.9,Car repair and maintenance service
VISION TRADING,+971 2 666 9701,,,0,Abu Dhabi,AE,4.9,Disability services and support organization
Raitech Contracting,+971 6 527 8530,,,0,Sharjah,AE,5,HVAC contractor
PROLUX INTERNATIONAL EQUIPMENTS LLC SHJ Br.1,+971 50 262 9338,http://www.proluxintl.com/,prolux.info@proluxintl.com | operations@proluxintl.com,2,Sharjah,AE,4.7,Lighting contractor
Al Ramiz Electrical Contracting LLC,+971 6 535 6891,http://www.arecuae.com/,,0,Sharjah,AE,4.6,Contractor
High tech electromechanical,+971 58 635 3954,,,0,Sharjah,AE,4.6,Air conditioning repair service
Engineering Techniques Services,+971 800 387,https://ets-uae.com/,info@ets-uae.com,1,Sharjah,AE,4.5,Pest control service
Kunooz AlHandasiah A/C Devices Trading,+971 55 549 1001,,,0,Sharjah,AE,4.2,Auto air conditioning service
NASEEM AL SAJAA A/C DEVICES & SPARE PARTS TR.,,,,0,Sharjah,AE,2.8,Air conditioning store
Osta Services خدمات أسطا,,,,0,Dubai,AE,5,Air conditioning repair service
Shamal Muwaileh AC Unit Fix Cont.,+971 52 337 3088,https://shamalappliancesrepair.com/,,0,Sharjah,AE,4.9,Appliance repair service
Truth interior & general maintenance LLC,+971 56 502 0780,https://truthinterior.com/,info@truthinterior.com,1,Abu Dhabi,AE,4.9,Interior designer
Green Water Treatment Solutions,+971 2 552 6112,https://greenwts.com/,,0,Abu Dhabi,AE,4.6,Water treatment supplier
Kohinoor General Trading LLC,,,,0,Abu Dhabi,AE,,Manufacturer
Al Yash A/C Systems Accessories Ind. LLC,+971 54 998 4461,http://www.airduct.ae/,alyash_duct@yahoo.com,1,Sharjah,AE,5,Manufacturer
Sofia Refrigeration Factory and Warehouse Sharjah,+971 6 534 7880,http://sofiaref.com/,sales@sofiaref.com | hr@sofiaref.com,2,Dubai,AE,4.9,Manufacturer
Fintube cooling systems,+971 6 531 0693,http://www.fintubeuae.com/,admin@fintubeuae.com,1,Sharjah,AE,4.8,Manufacturer
Ace Auto workshop - Al Sajah,+971 55 939 8854,,,0,Sharjah,AE,4.7,Car repair and maintenance service
AIR TOUCH INDUSTRIES LLC,+971 52 698 6246,https://www.airtouchuae.com/,sales@airtouchuae.com,1,Sharjah,AE,4.3,Warehouse
Supertech Industries LLC,+971 50 292 2456,http://www.stiuae.com/,sales@stiuae.com,1,Sharjah,AE,4.8,Modular home builder
Al Ain caravans كرفانات العين,+971 50 239 8881,http://www.alaincaravans.com/,info@indiantypefoundry.com | team@latofonts.com | eben@eyebytes.com,3,Sharjah,AE,4.8,RV repair shop
Rayat Al Madinah A/C Unit Fixing LLC,+971 52 141 8493,https://almadeenahvac.com/,,0,Sharjah,AE,5,Manufacturer
Power International Services,+971 50 703 5395,http://www.pigroup-me.com/,info@pigroup-me.com,1,Abu Dhabi,AE,4.5,Property maintenance
تكييف اير لتجارة أجهزة التبريد,+971 52 598 8755,,,0,Ajman,AE,4.9,Air conditioning contractor
Al Tamir Electrical Equipment & A/c Repairing,+971 50 120 0163,http://altamir.pythonanywhere.com/,ajmanaltamir@gmail.com | aryanshahbaz67@gmail.com,2,Ajman,AE,4.5,Air conditioning repair service
Polar Stainless Steel Water Coolers and Water Chillers UAE,+971 52 303 1980,https://www.polarhvacuae.com/,sales@polarhvacuae.com | info@polarhvacuae.com,2,Ajman,AE,5,Commercial refrigerator supplier
Aamir for sale of unit air conditioner LLC,+971 50 210 1241,,,0,Ajman,AE,5,Electronics store
Qate Marine Services LLC,+971 6 531 9141,https://www.qatemarine.com/,sales@qatemarine.com,1,Sharjah,AE,5,Air conditioning repair service
SERGAS Group - Integrated Gas Services Co L.L.C. (IGS),+971 800 737427,http://www.sergas.com/,,0,Sharjah,AE,4.6,Gas company
"Royal Swiss Auto Services, Emirates Industrial City, Sharjah",+971 600 579477,https://swissauto.ae/?utm_source=GMB_Profile&utm_medium=GMB&utm_campaign=GMB_Click_shj,hello@swissauto.ae,1,Sharjah,AE,4.1,Auto repair shop
"We Will Fix Everthing Ac, refrigerator & washing machine repair Dubai",+971 56 179 4565,,,0,Abu Dhabi,AE,5,Air conditioning repair service
Ultimate Resolution General Maintenance,+971 54 314 9141,https://ultimateresolutions.com/,,0,Abu Dhabi,AE,5,Air conditioning repair service
Lemlem Electro Mechanical & Maintenance,+971 54 345 7217,https://lemlemtechnicals.com/,lemlemelectromecahnical@gmail.com | info@lemlemtechnicals.com,2,Abu Dhabi,AE,5,Property maintenance
Brooklyn General Maintenance,+971 56 475 8771,https://brooklyngm.ae/,,0,,,5,HVAC contractor
Technical Electrical Air Conditioning & Maintenance Company LLC,+971 2 677 3991,,,0,Abu Dhabi,AE,4.7,Air conditioning repair service
Technical Overseas General Maintenance & Air Conditioning L.L.C.,+971 2 641 2963,http://toecontracting.com/,teckniko@eim.ae,1,Abu Dhabi,AE,5,
Blue Line Facility Management LLC,+971 52 618 6156,,,0,Abu Dhabi,AE,4.5,Property maintenance
Royal Motor Experts,+971 52 133 6814,https://royalmotorexperts.com/,info@royalmotorexperts.com,1,Sharjah,AE,4.8,Car repair and maintenance service
Aqua Drops Electromechanical,+971 2 448 7321,http://www.aquadrops-int.com/,info@aquadrops-int.com,1,Abu Dhabi,AE,5,Water treatment supplier
Golden Age Electronics WLL,+971 2 632 6752,https://www.goldenageelec.com/,info@goldenageelec.com,1,Abu Dhabi,AE,3.9,Appliance store
"UPTOWN TECHNICAL SERVICES LLC ( Renovation Company, Fitout Company )",+971 2 448 8991,https://www.uptown.ae/,uptown.careers@gmail.com | info@uptown.ae,2,Abu Dhabi,AE,4.6,General contractor
Sewa Lake Energy Contracting,+971 2 622 8432,http://www.sewalake.com/,micah@micahrich.com | info@sewalake.com,2,Abu Dhabi,AE,4.6,Engineer
Cityway Facilities Management,+971 2 886 5822,https://citywayuae.com/,,0,Abu Dhabi,AE,3.3,Construction company
Annex AC Spares Parts Trading,,https://www.annexactrd.com/,annexactrd@gmail.com | your@email,2,Ajman,AE,4,Air conditioning store
AIRCONIQ AIRCONDITIONING SPARE PARTS TRADING,+971 2 675 6799,https://airconiqairconditioning.com/,,0,Abu Dhabi,AE,4.6,Air conditioning system supplier
Taqeef Middle East Showroom - Abu Dhabi,+971 2 671 3391,https://shop.taqeef.com/,coolprotect@taqeef.com | info@taqeef.com,2,Abu Dhabi,AE,4,Air conditioning store
COOL LAND AC. & REFRIGERATION SPARE PARTS TRADING,+971 55 808 2284,,,0,Abu Dhabi,AE,3,Air conditioning system supplier
Quality Airconditioners & Refrigerators Co.,+971 2 633 6848,,,0,Abu Dhabi,AE,1.3,Air conditioning system supplier
ALASKA Contracting and General Maintenance,+971 58 505 5431,https://alaska-uae.com/about-us/,,0,Abu Dhabi,AE,4.9,Air conditioning contractor
Lorven Power Electro Mechanical LLC,+971 2 631 1690,https://lorvenpowerelectromech.com/,info@lorvenpowerelectromech.com,1,Abu Dhabi,AE,5,Contractor
Daikin Showroom (Frost General Trading LLC),+971 52 734 6936,http://www.daikinmea.com/,,0,Abu Dhabi,AE,4,Air conditioning system supplier
EXELLENT CHOICE AIR-CONDITIONING,+971 52 935 8119,https://www.acrepairindubai.com/,info@exellentchoice.com | admin@acrepairindubai.com,2,Dubai,AE,5,Air conditioning repair service
AC Maintenance Dubai - AC Duct Cleaning - Coil Cleaning | Cool Air,+971 4 294 6636,,,0,Dubai,AE,4,Air conditioning repair service
Al Naveed Boashwan,+971 55 558 8940,https://alnaveed.com/,info@alnaveed.com,1,Dubai,AE,4.7,Air conditioning repair service
We Fix Forever Technical Services,+971 52 435 3694,https://wefixforever.com/,wefixforever@gmail.com,1,Dubai,AE,4.9,Air conditioning repair service
BUASHWAN MAINTENANCE,+971 55 450 0617,http://cooldxb.com/,info@youremail.com | info@cooldxb.com,2,Dubai,AE,4.5,Air conditioning repair service
Muhammad Nafees Air Condition Repairing & Maintenance,+971 55 203 3046,https://muhammadnafeesairconditionrepairingandmaintenance.xyz/,,0,Dubai,AE,5,Appliance repair service
Bright Electrical and Ac repairing,+971 50 899 7410,http://brightelectricalandacrepairing.com/,,0,Dubai,AE,4.9,Air conditioning repair service
Bright Fixers,+971 55 565 0038,https://brightfixers.ae/,brightfixers@gmail.com,1,Dubai,AE,4.9,Appliance repair service
Buashwan Appliance Repair,+971 50 575 8617,https://buashwan.ae/,info@www.buashwan.ae,1,Dubai,AE,4.7,Air conditioning repair service
ALHUSNI TRADING LLC,+971 2 677 2337,,,0,Abu Dhabi,AE,3.9,Air conditioning repair service
MTT LLC,+971 52 731 8781,https://www.mtt.ae/,info@mtt.ae,1,Abu Dhabi,AE,5,Mechanical engineer
Daikin Air Conditioning And Solutions LLC,+971 2 651 8000,http://www.daikinuae.com/,info@daikinmea.com | techresponse@daikinmea.com | parts@daikinmea.com | service@daikinmea.com | warranty@daikinmea.com,5,Abu Dhabi,AE,3.5,HVAC contractor
Tabreed,+971 2 202 0400,http://www.tabreed.ae/,helpdesk@dfm.ae | csd@dfm.ae | comms@tabreed.ae | ir@tabreed.ae | info@tabreed.ae,5,Abu Dhabi,AE,4.6,Corporate office
RCC Reliance Contracting Company,+971 2 665 5218,http://www.rcc.ae/,,0,Abu Dhabi,AE,4,Mechanical contractor
BM Air Conditioning Co LLC,+971 2 672 5306,,,0,Abu Dhabi,AE,5,
City Compass Electromechanical Cont. LLC,+971 2 642 5454,,,0,Abu Dhabi,AE,4.4,HVAC contractor
LG Air Conditioning Showroom,+971 2 631 0256,https://www.lg.com/ae/business/air-solution,,0,Abu Dhabi,AE,5,Manufacturer
Enervo Contracting & General Maintenance,+971 2 553 0557,https://www.enervo.ae/,,0,Abu Dhabi,AE,3.4,General contractor
Ecotherm Contracting LLC,+971 2 632 0202,http://www.ecotherm.ae/,info@ecotherm.ae,1,Abu Dhabi,AE,3.5,Construction company
Allway Technical Services - AC Repair & Maintenance | Electrician | Plumber | Handyman in Abu Dhabi,+971 54 211 4286,http://www.allway.ae/,info@allway.ae,1,Abu Dhabi,AE,4.8,Air conditioning contractor
Petra Air Conditioning Co.,+971 2 667 8644,http://petra-eng.com/,info@petra-eng.com.jo,1,Abu Dhabi,AE,5,Office equipment supplier
Quality Living Abu Dhabi,+971 55 355 6554,https://qualitylivinguae.com/,filler@godaddy.com | wweeiihhuuaanngg@gmail.com,2,Abu Dhabi,AE,5,Air conditioning contractor
Smart Box General Maintenance & Cleaning Services,+971 2 246 3894,http://www.smartboxcleaningservices.com/,,0,Abu Dhabi,AE,4.9,Air duct cleaning service
Mobile Car AC Gas Refill Abu Dhabi,+971 55 545 8487,,,0,Abu Dhabi,AE,4.6,Auto air conditioning service
The Hub For General Maintenance,+971 50 414 1586,http://m-hub.ae/,contact@m-hub.ae,1,Abu Dhabi,AE,5,Construction company
Driven.,+971 54 512 7066,https://www.drivens.co/,help@driven.llc,1,Abu Dhabi,AE,4.8,Auto repair shop
MG Motor Service Center - Al Ain,+971 800 64823,https://www.mg-uae.com/,,0,Abu Dhabi,AE,4.8,Auto machine shop
AL WAHAJ A/C & REF REP,+971 50 199 8431,https://alwahaj-ac-repair.com/,support@alwahaj-ac-repair.com,1,Sharjah,AE,4.7,Air conditioning repair service
Mazmo Environmental Services - Abu Dhabi,+971 2 632 3340,http://www.mazmouae.com/,info@mazmouae.com,1,Abu Dhabi,AE,4.7,Water tank cleaning service
"ICAD 1- ACP Aluminium cladding, Steel work",+971 58 561 7861,,,0,Abu Dhabi,AE,4,Industrial consultant
Saad Maaz Technical Services CO. L.L.C,+971 50 826 8637,http://smrepairing.com/,,0,Dubai,AE,4.9,Air conditioning repair service
Shahid pervaiz technical services llc,+971 55 874 9086,http://www.actechniciandubai.ae/,shahid_services@yahoo.com,1,Dubai,AE,4.9,Air conditioning repair service
Ac maintenance dubai sharjah ajman,+971 56 468 7919,,,0,Dubai,AE,3,Repair service
Muhammad Sajid Ali Air Conditioning Service Installation LLC,+971 58 100 9017,https://sajidacservice.com/,info@sajidacservice.com,1,Dubai,AE,5,Air conditioning repair service
United Electronics Co. LLC (Mitsubishi Electric Air Conditioners),+971 2 673 1101,http://www.unitco.ae/,,0,Abu Dhabi,AE,3.9,Air conditioning system supplier
Nice Power UAE,+971 50 808 0857,https://nicepoweruae.com/,info@nicepoweruae.com,1,Abu Dhabi,AE,1,Handyman/Handywoman/Handyperson
Air Curtain Suplier In UAE,+971 50 176 2005,,,0,Abu Dhabi,AE,5,Window treatment store
York International Air Conditioning,+971 2 641 3001,,,0,Abu Dhabi,AE,2.4,Electronics store
Intercool Office,+971 2 641 9778,http://www.inter-cool.com/,info@intercool.ae,1,Abu Dhabi,AE,4.4,Business center
Crystalline Cleaning & Environmental Services,+971 55 716 7017,http://crystalline-uae.com/,info@crystalline-uae.com,1,Abu Dhabi,AE,4.7,Air duct cleaning service
EIG Solar | Eco Impact Grid,+971 50 681 2372,https://eigsolar.com/,support@eigsolar.com,1,Abu Dhabi,AE,5,Solar energy company
Al Aiman,+971 55 938 4043,https://alaiman.ae/,,0,Dubai,AE,4.7,Air conditioning repair service
Plumbing Dubai UAE,052 841 7570,,,0,,,4.7,Plumber
Al Manzil Technical Services | Plumbing | AC Repair in Dubai,+971 50 534 6187,https://daralmanzil.com/,servicealjabal@gmail.com,1,,,5,Plumber
Maintenance All services,+971 55 697 7332,https://almaidanae.com/,info@almaidanae.com,1,Dubai,AE,4.8,Painter
Car Focus,+971 52 212 0038,https://www.fixmycarac.com/,,0,Dubai,AE,4.5,Car repair and maintenance service
AMJAD AND FAROOQ Auto Electrical and AC Repair,+971 50 677 1756,,,0,Dubai,AE,4.8,Auto repair shop
Grand to Grand technical services co / Ac Refrigerator Washing machine repair service,+971 54 781 2700,https://grandfastallfixrepairservice.com/,,0,Dubai,AE,5,Air conditioning repair service
Aero Fresh | Ac Maintenance | Ac Servicing | Ac Duct Cleaning | AC Coil Servicing,+971 58 554 1496,https://aerofresh.ae/,info@aerofresh.ae,1,Dubai,AE,5,Air duct cleaning service
Sayed Mohammad Al Hashmi,+971 50 215 6422,https://syedmohammadalhashmiappliances.com/,,0,Dubai,AE,4.9,Air conditioning repair service
AC Repair & Maintenance Services DUBAI ( Building Maintenance Dubai ),+971 58 598 6156,https://www.greenheavens.ae/,info@greenheavens.ae,1,,,4.9,Air compressor repair service
Naseem baig technical services,+971 52 590 9130,https://www.nbtech.ae/,,0,Dubai,AE,5,Air conditioning repair service
Mohammed Ziyad AC System Cont L.L.C,+971 58 887 0035,,,0,Ajman,AE,3.3,Air conditioning repair service
Quick AC Seller & Buyer,+971 55 812 6876,http://quickacsellerbuyer.com/,,0,Ajman,AE,4.8,Used appliance store
Al Ajwa Al Hadiya,+971 56 691 4877,http://www.alajwaalhadiya.com/,alajwaaalhadiyaairconditioning@gmail.com,1,Dubai,AE,4.4,Air conditioning repair service
خدمات آسطا | Osta Services – AC Repair & Maintenance,+971 56 867 6036,https://www.ostaservices.com/ac-services-dubai,alain@ostaservices.com | info@ostaservices.com,2,Dubai,AE,5,Air conditioning repair service
Amir Home Appliances Washing machine refrigerator AC Repair service,+971 56 665 2004,https://amirhomeappliancesrepairdubai.xyz/,,0,Dubai,AE,4.9,Air conditioning repair service
Ijaz Technical Fridge Repair Dubai Refrigerator Maintenance Services,+971 50 162 6276,https://ijazappliancerepair.com/,info@ijazappliancerepair.com/ | info@handymanfixdubai.com | info@ijazappliancerepair.com,3,Dubai,AE,4.4,Refrigerator repair service
Superfast Technical Services,+971 52 105 2293,,,0,Dubai,AE,4.5,Air conditioning repair service
Creative sky technical services LLC,+971 55 985 2007,http://maintenancedubai.ae/,info@maintenancedubai.ae,1,Dubai,AE,3.4,Air conditioning repair service
Vfix AC Maintenance Company Dubai,+971 600 587007,https://vfixmaintenance.com/,info@vfixmaintenance.com,1,Dubai,AE,4.1,Air conditioning repair service
Ibn Majid | AC Service in Dubai,+971 50 345 2431,http://www.ibnmac.com/,sales@ibnmac.com,1,Dubai,AE,3.7,Air conditioning repair service
AC Cleaning Services LLC,+971 58 875 4060,https://www.ac-cleaning.ae/,info@ac-cleaning.ae,1,Dubai,AE,5,HVAC contractor
Green Wise Technical Services Dubai,+971 52 996 1727,https://greenwisetechnicalandacmaintenanceservices.com/,,0,Dubai,AE,5,Air duct cleaning service
Sam Brothers Technical Services LLC,+971 55 468 8588,http://www.sambrothersdubai.com/,info@sambrothersdubai.com | info@atomgulf.com,2,Dubai,AE,4.8,Construction company
ROYAL FLOWER A/C REPAIRING,+971 55 585 4405,https://wa.me/+971555854405,,0,Dubai,AE,5,Air conditioning repair service
We Fix It Dubai,+971 50 510 9341,https://wefixitdubai.ae/,wefixitdubai786@gmail.com | info@wefixitdubai.ae,2,Dubai,AE,5,Property maintenance
Muhammad Tanveer Electrical Equipment repairing,+971 52 546 9708,http://wa.me/971525469708,,0,Dubai,AE,4.9,Air conditioning repair service
Tariq Panasonic Service Center Dubai Washing Machine Tumble Dryer Washer Dishwasher Fridge Freezer Oven AC TV Repair Centre,+971 55 657 6371,http://panasonicrepairtechnician.com/,info@panasonicrepairtechnician.com,1,Dubai,AE,4,Repair service
Al Murabaa Al Thahabi Auto Maint Workshop,+971 50 889 2333,,,0,Sharjah,AE,4,Auto repair shop
Khalifa Al Shaer Home Appliance Repairs & Services Dubai UAE,+971 56 564 4183,https://www.khalifashaer.ae/,,0,Dubai,AE,4.9,Air conditioning repair service
Fix Tech Appliances,+971 52 426 0743,https://fixtechappliances.store/,,0,Dubai,AE,4.8,Appliance repair service
Al Fakhr Auto Elect & A/c Repair Workshop,+971 50 737 3910,,,0,Sharjah,AE,4.6,Auto air conditioning service
Palas Justin AC Repairing & Maintenence Service Company,+971 50 654 1763,,,0,Dubai,AE,4.3,Air conditioning repair service
Manzil Slam Home Appliances Repairing Center Dubai,+971 52 649 5385,https://manzilslam.ae/,info@manzilslam.ae,1,Dubai,AE,4.7,Appliance repair service
mplus,+971 800 67568,http://www.mplus.ae/,helpdesk@mplus.ae,1,,,4.4,Property maintenance
Pro MaxCare Services,+971 50 422 7599,https://www.pro-maxcare.com/,,0,Dubai,AE,4.8,Air duct cleaning service
Sithara Home Maintenance,+971 54 739 8818,https://sitharahomemaintenance.com/,info@sitharahomemaintenance.com,1,Dubai,AE,4.9,Air duct cleaning service
Superior Design Technical Services | Handyman Dubai,+971 54 301 8183,https://superiordesigntechnicalservices.com/,info@superiordesigntechnicalservices.com%20 | info@superiordesigntechnicalservices.com,2,Dubai,AE,5,Air conditioning repair service
AC Repair Service Installation Maintenance,+971 52 109 3761,,,0,Dubai,AE,,Air conditioning repair service
Farosh ac rapiaring Dubai,+971 50 116 7769,,,0,Dubai,AE,5,Air conditioning repair service
Desert Cooling Air Condition Repairing And Maintenance L.L.C.,+971 4 397 1889,,,0,Dubai,AE,3.3,Air conditioning repair service
SMK Technical Services LLC,+971 56 158 0247,,,0,Dubai,AE,4.1,Air conditioning repair service
Muhammad Ijaz Technical Works L.L.C Dubai,+971 50 341 3344,http://www.mitechdubai.com/,info@mitechdubai.com,1,Dubai,AE,3.8,Home help
Fixation Hub | Maintenance Company in Dubai,+971 52 796 9030,https://fixationhub.ae/,info@fixationhub.ae,1,Dubai,AE,4.6,Property maintenance
Al Karama Technical Services,+971 56 406 2749,https://alkaramatechnical.com/,info@ivory-armadillo-558296.hostingersite.com,1,Dubai,AE,4.9,Air conditioning repair service
QUEENS PALACE A/C SPARE PARTS,+971 4 262 4940,http://www.queenspalaceac.com/,info@queenspalaceac.com,1,Dubai,AE,3.7,Air conditioning repair service
Ghulam Dastageer Technical Works LLC,+971 55 717 5644,https://washingmachinerepairingcenter.com/,gdtechnicalworkllc@gmail.com,1,Dubai,AE,4.9,Appliance repair service
Al Rayan AC & Household Electronics,+971 55 671 2472,,,0,Dubai,AE,2.9,Electronics store
Yalla Fix Auto Repair,+971 58 519 3991,https://yallafixauto.com/,address@youremail.com | yallafixauto@outlook.com,2,Dubai,AE,4.7,Auto repair shop
ALASDIQAA TECHNICAL WORKS L.L.C,+971 52 695 0747,,,0,Dubai,AE,5,Air conditioning repair service
ProStar Electrical Appliance Repairing,+971 52 435 1482,https://prostarapplianerepair.com/,,0,Dubai,AE,4.9,Appliance repair service
Vessel Tech Chillers & Automation | Dubai,+971 54 706 7937,https://vesseltechchillers.com/,sales@vesseltechchillers.com | contact@vesseltechchillers.com | enquiry@vesseltechchillers.com | salesdxb@vesseltechchillers.com,4,Dubai,AE,4.7,Air conditioning repair service
Irfan Akram Technical Services LLC,+971 55 411 9904,https://akmaintenance.ae/,contact@akmaintenance.ae,1,Dubai,AE,4,Air conditioning repair service
Ashrafi AC Repairing,+971 50 777 5357,,,0,Dubai,AE,5,Electronics store
Nest climate,+971 50 438 3786,https://www.nestclimate.ae/,info@nestclimate.ae,1,Dubai,AE,4.9,Air conditioning repair service
Turbofix,+971 56 548 0026,https://www.turbofix.ae/,,0,,,5,Air conditioning repair service
Royal International Construction,+971 2 551 4999,https://www.ric-uae.com/,,0,Abu Dhabi,AE,4,Construction company
ARM AC Repair,+971 4 396 3318,,,0,Dubai,AE,3.3,Air conditioning repair service
Wadi Al Oud Technical Services Refrigerator Washing machine Ac Repair Near me,+971 54 273 0904,,,0,Dubai,AE,5,Air conditioning repair service
Mahra Shahzad Technical Services Dubai,+971 52 139 6380,https://mahrashahzdtechnicalservicesllc.ae/,,0,Dubai,AE,4.8,Appliance repair service
S M W PROJECT MANAGEMENT SERVICES CO.,+971 56 143 3071,https://www.smwfixservices.ae/,contact@smwfixservices.ae,1,Dubai,AE,5,Repair service
Saiful Car Repair & Battery Fixing Dubai,+971 54 569 5980,https://24carservicedubai.com/,your@email.com | 24carrepairdubai@gmail.com | carrepairsdubai@gmail.com | 24carservicedubai@gmail.com,4,Dubai,AE,5,Auto repair shop
CAR AC REPAIR & OIL CHANGE,+971 55 292 9405,,,0,Dubai,AE,4.4,Auto repair shop
"ABDULHAMEED ALKHOORY TECHNICAL SERVICES LLC - Solar Water Heater, Solar Water Heater Dubai",+971 50 413 9177,https://www.aatechnics.com/,sales@aatechnics.com | info@aatechnics.com,2,Dubai,AE,4.1,Air conditioning repair service
ISRA ALLAYL Technical Services,+971 50 507 8247,,,0,Dubai,AE,4.7,Air conditioning repair service
SAFARIO AC Maintenance LLC,+971 4 269 6964,https://safario.com/,info1@safario.com,1,Dubai,AE,3.5,Air conditioning repair service
Fixwix Handyman - AC Repair - Plumber - Aluminum & Glass Work,+971 56 437 8655,https://fixwix.ae/,fixwixgroup@gmail.com,1,,,3,Air conditioning repair service
Coldway Aircone Ac Installation,+971 56 314 4628,,,0,,,5,Air conditioning repair service
Prime Home Technicians,+971 50 554 3495,https://primehometechnicians.com/,info@primehometechnicians.com,1,Dubai,AE,5,Air conditioning repair service
Dubai Repairs,+971 58 187 3003,https://www.dubairepairs.org/,help@dubairepairs.org,1,Dubai,AE,4.1,Repair service
AR Technical & Cleaning Services Dubai - UAE,+971 58 535 3420,http://www.artechservice.com/,,0,Dubai,AE,,Air conditioning repair service
Al Tawahaj Technical,+971 52 523 6794,https://attechnicalserviceco.com/,,0,Dubai,AE,5,Air conditioning repair service
SK Technical Services Dubai,+971 55 927 8585,https://sktechnical.ae/,info@sktechnical.ae,1,Dubai,AE,5,Appliance repair service
Saifee Air Conditioners,+971 4 273 3033,http://www.saifeeac.com/,info@saifeeac.com,1,Dubai,AE,5,Air conditioning repair service
KVC TECHNICAL SERVICES CO. L.L.C,+971 56 560 0178,https://www.kvctechnical.com/,info@kvctechnical.com,1,Dubai,AE,4.5,Property maintenance
GeeM Home,+971 800 4336,https://geem.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing&utm_content=website_link,example@email.com | info@geem.com,2,Dubai,AE,4.5,Property maintenance
"Grace Vision Technical Services LLC , Dubai , U.A.E.",+971 52 876 1709,https://www.gracevision.in/,sales@gracevision.in | sales01@gracevision.in,2,Dubai,AE,5,Property maintenance
Transguard Living,+971 800 845,http://transguardliving.com/,,0,Dubai,AE,3.9,Property maintenance
Aevitas Air Conditioning Systems Installation & Maintenance L.L.C,+971 4 259 4903,,,0,Dubai,AE,4.5,Air conditioning contractor
MRD Repairs - A Complete Solution,+971 52 467 4030,http://www.mobilerepairsdubai.com/,help@mobilerepairsdubai.com,1,Dubai,AE,4.4,Handyman/Handywoman/Handyperson
Al Chaman Auto Repairing L.L.C,+971 55 417 7786,,,0,Dubai,AE,4.9,Auto repair shop
Shahid air conditioner and washing machine repair,+971 55 523 9052,https://actechniciandubai.ae/,shahid_services@yahoo.com,1,Dubai,AE,5,Air conditioning repair service
SAFARIO Trading Co LLC,+971 4 266 4081,http://www.safario.com/,info1@safario.com,1,Dubai,AE,4.5,Air conditioning system supplier
"SnapFixNow – MEP & Facility Management | Building Maintenance Dubai, UAE",+971 50 500 8186,https://www.snapfixnow.com/,,0,Dubai,AE,5,Air conditioning repair service
Auto ac repair,+971 52 352 5749,,,0,Dubai,AE,5,Auto repair shop
Car Service and Battery Replacement in Dubai,+971 56 237 9868,https://carserviceandbaterryreplecmentindubai.com/,,0,Dubai,AE,5,Repair service
"Al Safran Technical Services (Ac maintenance and repair, Dubai Chilled water FCU/AHU. Dubai Duct works GI and PI)",+971 55 890 8664,,,0,Dubai,AE,,Air conditioning repair service
Fixit Repairing & Maintenance Company,+971 52 211 2800,https://www.fixituae.org/,help@fixituae.org,1,Dubai,AE,3.6,Property maintenance
