"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Level Interiors ليفيل للديكور والتصميم الداخلي","5",,"Sheikh Mohamed Bin Salem Rd",,"Ras Al Khaimah","AE","https://levelgroup.ae/","+971 56 333 9433","Interior designer",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Level%20Interiors%20%D9%84%D9%8A%D9%81%D9%8A%D9%84%20%D9%84%D9%84%D8%AF%D9%8A%D9%83%D9%88%D8%B1%20%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85%20%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A&query_place_id=ChIJBX2dQkN39j4R3Xs4Qcxqy3s","Interior designer"
"Innovative Healthcare Solutions FZE","5",,"Al Smookh Business Center - Sheikh Mohammed Bin Zayed Rd",,"Emirate of Umm Al Quwain","AE","http://www.innovativehealthcare.ae/","+971 50 208 1589","Hospital equipment and supplies","Construction company","Electrical engineer","Engineer","Environmental health service","HVAC contractor","Mechanical engineer","Pharmaceutical company",,,,"https://www.google.com/maps/search/?api=1&query=Innovative%20Healthcare%20Solutions%20FZE&query_place_id=ChIJ77yM1LHl9T4RB3krLKAKUCk","Hospital equipment and supplies"
"Utico FZC","3.5",,"MQMV+57C RAKEZ",,"Ras Al Khaimah","AE","http://www.uticome.com/","+971 7 243 4610","Water utility company","Electric utility company","Utility contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Utico%20FZC&query_place_id=ChIJWbagXWYK9j4Rv5nQ81LXgaU","Water utility company"
"BLUEMOON BUILDING CONTRACTING LLC","5",,"flat no:1212, business building - Julphar tower - 12th floor",,"Ras Al Khaimah","AE","http://www.bluemoon-bc.com/","+971 7 258 6818","Construction company","Electrical installation service","Interior construction contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BLUEMOON%20BUILDING%20CONTRACTING%20LLC&query_place_id=ChIJY_mXnHhx9j4RtaKFi5gXIcA","Construction company"
"G Force Innoventions Fzc","4.2",,"Spl-50 Ahmed Bin Rashid Free Zone",,"Emirate of Umm Al Quwain","AE",,"+971 6 678 7278","Air filter supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=G%20Force%20Innoventions%20Fzc&query_place_id=ChIJqZMy6OH99T4Rksoc_-ZLeSs","Air filter supplier"
"Frostchem Global FZE","4.2",,"Land A - 87/89 Gate No 1",,"Ajman","AE","http://www.frostchem.com/","+971 6 535 5580","Warehouse",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Frostchem%20Global%20FZE&query_place_id=ChIJEQ6RxF9ZXz4RuFcMhE_slvw","Warehouse"
"Star Adhesive & Resin Industry Factory","4.5",,,,"Umm Al Quwain","AE","http://www.star_uae.com/","+971 6 561 1441","Manufacturer",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Star%20Adhesive%20%26%20Resin%20Industry%20Factory&query_place_id=ChIJywLnSKvk9T4RSmdANHKZilM","Manufacturer"
"Rightway Specialized Industries Middle East L.L.C","4.7",,"Hamra Rd",,"Ras Al Khaimah","AE","http://www.rightway.ae/","+971 4 339 3780","Electric motor repair shop","Machine shop","Steel fabricator",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rightway%20Specialized%20Industries%20Middle%20East%20L.L.C&query_place_id=ChIJF-v4gdnh9T4R7taTRIek_Q8","Electric motor repair shop"
"WATTSCO ElectroMechanical LLC","5",,"Latheef Al Zarouni Building - Flat No.119 - King Faisal St",,"Emirate of Umm Al Quwain","AE","https://www.wattscouae.com/","+971 6 766 6737","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WATTSCO%20ElectroMechanical%20LLC&query_place_id=ChIJw1q-A_H-9T4RG7KVyav8Gfk","Corporate office"
"Al Manzil Al Arabi Decoration- المنزل العربي للديكور","5",,"opp.rak hospital",,"Ras Al Khaimah","AE","http://almanzelalarabi.ae/","+971 50 590 4021","Interior designer","Design agency","Interior architect office","Interior Decorator",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Manzil%20Al%20Arabi%20Decoration-%20%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%20%D9%84%D9%84%D8%AF%D9%8A%D9%83%D9%88%D8%B1&query_place_id=ChIJG0l9p-R29j4R8_5ppljdEko","Interior designer"
"Nordic Industries","5",,"CFWQ+MPH - Unnamed Road",,"Ajman","AE","http://nordicfze.com/","+971 50 260 0981","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nordic%20Industries&query_place_id=ChIJYzupwthXXz4R-pjawdCadnk","Corporate office"
"GMC Project Development Consultants FZE","4.8",,"FF6M+J7",,"Sharjah","AE","https://gmccon.com/","+971 6 564 3090","Engineering consultant","Amusement park",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GMC%20Project%20Development%20Consultants%20FZE&query_place_id=ChIJMbiQwfdXXz4RD3LtxvZYl7Y","Engineering consultant"
"ALMASKAN Engineering Consultants المسكن للإستشارات الهندسية","4.1",,"Office 1202 - A Bateel ST - opposite Al Naeem Mall",,"Ras Al Khaimah","AE","https://www.almaskanengineering.com/","+971 56 404 1633","Engineering consultant","Architect","Architecture firm","Civil engineer","Civil engineering company","Consultant","Engineer","Interior architect office","Structural engineer",,,"https://www.google.com/maps/search/?api=1&query=ALMASKAN%20Engineering%20Consultants%20%D8%A7%D9%84%D9%85%D8%B3%D9%83%D9%86%20%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJsQdfXzdx9j4Rpc3uDal2u8Y","Engineering consultant"
"GULF CO. FOR CONTRACTING & GENERAL ENTERPRISES L.L.C.","4.6",,"RX2H+79M",,"Ras Al Khaimah","AE","http://www.gulfco.ae/","+971 7 222 1414","Construction company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GULF%20CO.%20FOR%20CONTRACTING%20%26%20GENERAL%20ENTERPRISES%20L.L.C.&query_place_id=ChIJGfqj9ypx9j4RFMTl069LcZU","Construction company"
"Luxvia Interior Design & Decore","5",,"Julphar Towers - Al Hisn Rd",,"Ras Al Khaimah","AE","http://www.luxvia.ae/","+971 54 480 4472","Interior designer","Architectural designer","Architecture firm","Kitchen furniture store","Landscape designer",,,,,,,"https://www.google.com/maps/search/?api=1&query=Luxvia%20Interior%20Design%20%26%20Decore&query_place_id=ChIJr_-5-rwL9j4RbW2NlD7RFUQ","Interior designer"
"UniMarine Technical Services LLC","5",,"Closed Down. License Cancelled 2020",,"Ras Al Khaimah","AE","http://www.utsrak.com/",,"Structural engineer",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=UniMarine%20Technical%20Services%20LLC&query_place_id=ChIJ07iQAFLZ9T4R11dPnxdMgQA","Structural engineer"
"AL FUHOOD AIR CONDITIONING SYSTEMS EST","4.9",,,,"Emirate of Umm Al Quwain","AE","https://alfuhood.mailchimpsites.com/","+971 55 401 1903","HVAC contractor","Air compressor repair service","Air conditioning store","Air conditioning system supplier",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20FUHOOD%20AIR%20CONDITIONING%20SYSTEMS%20EST&query_place_id=ChIJgdYofPH-9T4RhUJ5kOESD94","HVAC contractor"
"تبريد للمكيفات المركزية","5",,"Falcon Towers B1 / 2nd floor office 204",,"Ajman","AE",,"+971 52 299 0694","Contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF%20%D9%84%D9%84%D9%85%D9%83%D9%8A%D9%81%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9&query_place_id=ChIJUfD58qpZXz4R9xWCABjOEd0","Contractor"
"Al Musheer Electromechanical Works L.L.C","4.5",,"Falcon Towers - B1 - 1805 Sheik Rashid al moktoum street",,"Ajman","AE","https://almusheeremc.com/","+971 58 913 3513","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Musheer%20Electromechanical%20Works%20L.L.C&query_place_id=ChIJn7WVQN1ZXz4RATBxuhqfNGw","HVAC contractor"
"al maqam ac co l.l.c","4.8",,"Sheikh Zayed St",,"Ajman","AE",,"+971 52 813 5737","Air conditioning contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=al%20maqam%20ac%20co%20l.l.c&query_place_id=ChIJOyAE-Ln39T4RspVbdPQzIog","Air conditioning contractor"
"Royal way General Maint. Cont. & Cleaning services L.L.C","5",,"CGFV+MW",,"Ajman","AE","http://royalwayuae.com/","+971 55 999 3534","Construction company","Architect","Electrician","Handyman/Handywoman/Handyperson","Interior designer","Masonry contractor","Painting","Plumber","Property maintenance","Solar panel maintenance service",,"https://www.google.com/maps/search/?api=1&query=Royal%20way%20General%20Maint.%20Cont.%20%26%20Cleaning%20services%20L.L.C&query_place_id=ChIJe80WNvb39T4REsabi3BEIxI","Construction company"
"MACS","4.8","43",,,"Emirate of Umm Al Quwain","AE","http://www.macsuae.com/","+971 6 561 5704","Manufacturer",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MACS&query_place_id=ChIJCyPi-fFeXz4Rsy6DcDuUDKM","Manufacturer"
"AL Samah A/c Units Industries LLC","4.2","12","EMIRATES MODERN INDUSTRIAL AREA, Back side of Emirates Mix",,"Emirate of Umm Al Quwain","AE",,"+971 55 972 5043","HVAC contractor","Boiler manufacturer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20Samah%20A%2Fc%20Units%20Industries%20LLC&query_place_id=ChIJhZhSwKXk9T4R0P6HssOzP2s","HVAC contractor"
"Atai Air Conditioning Requisites Manufacturing LLC","4.8","4","BLD-19-15542, Jazirah Al Hamrah - Al Ittihad Street",,"Ras Al Khaimah","AE","https://www.ataifzc.com/","+971 50 530 7497","Manufacturer",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Atai%20Air%20Conditioning%20Requisites%20Manufacturing%20LLC&query_place_id=ChIJ89A2-tQL9j4RKDPXNzpv6so","Manufacturer"
"Regal Air Conditioning Spare Parts LLC","4.6","41",,,"Ras Al Khaimah","AE","http://regalairconditioning.com/","+971 7 223 6009","Air conditioning store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Regal%20Air%20Conditioning%20Spare%20Parts%20LLC&query_place_id=ChIJib7oP-h29j4RQdrDNOHL65M","Air conditioning store"
"Shine Square General Maintenance & AC Central","5","7","Al Muhairy Building",,"Abu Dhabi","AE","https://www.sgmcuae.com/","+971 55 963 5740","Construction company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shine%20Square%20General%20Maintenance%20%26%20AC%20Central&query_place_id=ChIJpzxKVZ5BXj4RKDX6Ia11SqQ","Construction company"
"Districts Cooling International L.L.C (LG)","5","20","726 Sheikh Rashid Bin Saeed St",,"Abu Dhabi","AE",,"+971 2 667 9636","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Districts%20Cooling%20International%20L.L.C%20(LG)&query_place_id=ChIJ31UB3xhpXj4RbLfmKm1ES3Q","Air conditioning system supplier"
"EMVOLT ELECTROMECHANICAL WORKS LLC -𝗨𝗔𝗤 BRANCH","5",,"FGVW+HWH",,"Emirate of Umm Al Quwain","AE","https://emvoltuae.com/","+971 6 531 9300","Electrical installation service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EMVOLT%20ELECTROMECHANICAL%20WORKS%20LLC%20-%F0%9D%97%A8%F0%9D%97%94%F0%9D%97%A4%20BRANCH&query_place_id=ChIJfyzgEgD59T4RH_NFB_KnQxg","Electrical installation service"
"NETCONTROLSOLUTIONS FZ-LLC","5",,"Zone-FZ - Compass Building - Al Shuhada' Rd",,"Ras Al Khaimah","AE","https://www.netcontrolsolutions.com/","+971 52 174 8996","Air conditioning contractor","Information services","Computer service","HVAC contractor","Security system installation service","Telecommunications contractor",,,,,,"https://www.google.com/maps/search/?api=1&query=NETCONTROLSOLUTIONS%20FZ-LLC&query_place_id=ChIJb_S0TFML9j4RD0PhcjPNHws","Air conditioning contractor"
"MANNATECH GENERAL TRADING FZE",,,"CF43+M95",,"Ajman","AE","http://www.mtechmiddleeast.com/","+971 6 544 3054","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MANNATECH%20GENERAL%20TRADING%20FZE&query_place_id=ChIJzd4Q1mNZXz4R8lHe3eJNIGQ","HVAC contractor"
"Level AC | ليفيل للتكييف","5",,"Al Fulaya Plaza - Al Manama - Ras Al Khaimah Rd",,"Ras Al Khaimah","AE","https://levelgroup.ae/","+971 56 333 9433","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning store","Air conditioning system supplier",,,,,,,"https://www.google.com/maps/search/?api=1&query=Level%20AC%20%7C%20%D9%84%D9%8A%D9%81%D9%8A%D9%84%20%D9%84%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81&query_place_id=ChIJkwsjqVx39j4RIrCJggPDr5w","HVAC contractor"
"Airmax AC Industry LLC","4.4",,,,"Emirate of Umm Al Quwain","AE","https://airmaxtrading.mmcgroupuae.com/","+971 6 767 0082","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Airmax%20AC%20Industry%20LLC&query_place_id=ChIJWcx3_mLl9T4RxhWMac6jkmc","HVAC contractor"
"AL FARES Central AC Fixing L.L.C","4.4",,"Oman Road",,"Ras Al Khaimah","AE","https://www.alfarescentralacfixing.com/","+971 56 920 9960","HVAC contractor","Air compressor repair service","Air conditioning contractor","Air conditioning store","Air duct cleaning service","Interior Decorator",,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20FARES%20Central%20AC%20Fixing%20L.L.C&query_place_id=ChIJ8wSN76Bx9j4R94MYYU57F8U","HVAC contractor"
"Adam Electromechanical Contracting","5",,"M02,MEZZANINE FLOOR, QURTUBA COMPLEX, BUILDING 2993",,"Ras Al-Khaimah","AE","https://adamemc.ae/","+971 50 497 4541","HVAC contractor","Air conditioning contractor","Construction company","Electrical installation service","Contractor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Adam%20Electromechanical%20Contracting&query_place_id=ChIJhRPkzWN39j4Rae14txk1Kt4","HVAC contractor"
"BAB AL SAAD A/C SPARE PARTS TR.LLC","5",,,,"Sharjah","AE","https://www.saadflex.ae/","+971 55 145 2716","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAB%20AL%20SAAD%20A%2FC%20SPARE%20PARTS%20TR.LLC&query_place_id=ChIJRYor1UD-H2gRfeH4P14OPiM","HVAC contractor"
"(العطاء للخدمات الفنية) ALATAA TECHNICAL SERVICES","5","29",,,"Ajman","AE","https://alataatechnicalservices.com/","+971 55 748 5187","Air conditioning repair service","Contractor","Air conditioning store","Carpenter","Electrician","Masonry contractor","Painter","Plumber","Refrigerator repair service","Repair service",,"https://www.google.com/maps/search/?api=1&query=(%D8%A7%D9%84%D8%B9%D8%B7%D8%A7%D8%A1%20%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9)%20ALATAA%20TECHNICAL%20SERVICES&query_place_id=ChIJ6RF-8LpXXz4RWdLESt3LagA","Air conditioning repair service"
"Al Majd Refrigeration","5","27","30F St",,"Ras Al Khaimah","AE","https://almajdrefrigeration.vercel.app/","+971 50 540 3830","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Majd%20Refrigeration&query_place_id=ChIJ72omUGh19j4RJ9SXaimtr_Y","Air conditioning repair service"
"MOHSIN AIR CONDITIONS AND REFRIGERATORS REPAIRING","5","101","12 Al Sanam St",,"Emirate of Umm Al Quwain","AE","https://fixydo.com/company/mohsin-air-conditions/","+971 50 505 2667","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MOHSIN%20AIR%20CONDITIONS%20AND%20REFRIGERATORS%20REPAIRING&query_place_id=ChIJV00nijr79T4RFz3XxdwNoYk","Repair service"
"Al Ajyal Electronics Trading & AC Maintenance","4.3","12","Near Central Jail, Jurf",,"Ajman","AE","http://www.alajyal.ae/","+971 55 785 1528","Electronics store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Ajyal%20Electronics%20Trading%20%26%20AC%20Maintenance&query_place_id=ChIJq8Wjf5pZXz4ROC-UaebaEPI","Electronics store"
"Winner Central Air Conditioning Equipments Co. LLC","5","8","Sheikh Mohammed Bin Zayed Rd",,"Emirate of Umm Al Quwain","AE",,"+971 50 662 7843","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Winner%20Central%20Air%20Conditioning%20Equipments%20Co.%20LLC&query_place_id=ChIJDyKhjzn59T4RtkGI_yG2SzU","Air conditioning system supplier"
"Auramax FZC","4.9","27","Free Trade Zone Warehouse, W05",,"Emirate of Umm Al Quwain","AE","https://www.aura-max.com/","+971 52 545 3816","Industrial equipment supplier","Air conditioning system supplier","Battery wholesaler","Cleaning products supplier","Water cooler supplier",,,,,,,"https://www.google.com/maps/search/?api=1&query=Auramax%20FZC&query_place_id=ChIJuQAvMyX_9T4RihY0A1ElJa4","Industrial equipment supplier"
"Industrial Fan Supplier","5","2",,,"Ajman","AE","https://envents.me/","+971 56 431 1064","Industrial equipment supplier","Air conditioning system supplier","HVAC contractor","Ventilating equipment manufacturer",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Industrial%20Fan%20Supplier&query_place_id=ChIJgSbH-8X39T4Rme9TICytsKY","Industrial equipment supplier"
"Al Nakheel Refrigeration & A/c Spare Parts Trdg","4","54",,,"Ras Al Khaimah","AE",,"+971 7 228 8616","Air conditioning store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Nakheel%20Refrigeration%20%26%20A%2Fc%20Spare%20Parts%20Trdg&query_place_id=ChIJp7LGvytx9j4RAz6iPbhWihQ","Air conditioning store"
"Air Conflex Industry LLC","4.4",,"JQWP+JFP",,"Ras Al Khaimah","AE","http://www.airmasteremirates.com/","+971 7 243 3717","Air conditioning contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Air%20Conflex%20Industry%20LLC&query_place_id=ChIJbStf0Mbh9T4RyouHa942LFI","Air conditioning contractor"
"Innovative Electromechanical Contracting.","5",,"RX2F+4GF - Mezzenin Floor office number four",,"Ras Al Khaimah","AE","http://www.iecuae.ae/","+971 7 266 0875","Mechanical contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Innovative%20Electromechanical%20Contracting.&query_place_id=ChIJ4QlkLgB39j4RbxRjKE7PrAY","Mechanical contractor"
"Al Adalah Building Maintenance","4.9",,,,,,"https://sites.google.com/view/aladalah/","+971 55 431 3790","Property maintenance","Air conditioning repair service","Aluminum window","Appliance repair service","Electrician","Service establishment","Handyman/Handywoman/Handyperson","House cleaning service","Painter","Plumber","Tile contractor","https://www.google.com/maps/search/?api=1&query=Al%20Adalah%20Building%20Maintenance&query_place_id=ChIJkwp7K8d39j4RNpGBhjugpGE","Property maintenance"
"Nour Al Dunya","5",,,,,,"https://nouraldunya.ae/","+971 50 636 7780","HVAC contractor","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nour%20Al%20Dunya&query_place_id=ChIJvQCupZUToScREr00E-aUALQ","HVAC contractor"
"FIX 1 BUILDING MAINTENANCE I Plumbing, Electrical & Renovation contractor at Ras Al Khaimah","4.7",,"Sports Club - Shop No - 5 - Al Nahan Street",,"Ras Al Khaimah","AE","https://sites.google.com/view/fix-1-building-maintenance","+971 54 390 0554","Property maintenance","Air conditioning repair service","Electrical installation service","Flooring contractor","Plumber","Swimming pool contractor","Swimming pool repair service",,,,,"https://www.google.com/maps/search/?api=1&query=FIX%201%20BUILDING%20MAINTENANCE%20I%20Plumbing%2C%20Electrical%20%26%20Renovation%20contractor%20at%20Ras%20Al%20Khaimah&query_place_id=ChIJ0fJXV3oL9j4RWkNqnLcUilA","Property maintenance"
"HI-SPECTRA","4.7",,"FGHG+VH8",,"Sharjah","AE","http://www.hi-spectra.com/","+971 50 571 9312","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HI-SPECTRA&query_place_id=ChIJyyPB6_r49T4RdYKgUWxMiPQ","Corporate office"
"United Gulf Trading Company LLC",,,"1",,"Emirate of Umm Al Quwain","AE","https://unitedgulf.ae/","+971 55 303 8372","Building materials supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=United%20Gulf%20Trading%20Company%20LLC&query_place_id=ChIJ2Y1td2z59T4RFr1mp6Mj87g","Building materials supplier"
"AL FIDA AC/Washing Machine/Refrigeration/Fridge Repairing","4.6","31",,,"Ras Al Khaimah","AE",,"+971 50 989 3185","Air conditioning repair service","Refrigerator store","Washer & dryer repair service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20FIDA%20AC%2FWashing%20Machine%2FRefrigeration%2FFridge%20Repairing&query_place_id=ChIJd3bx-ccL9j4R0YYrTMi3LQU","Air conditioning repair service"
"Man Mech FZE","3","2","Ajman-Umm Al Quwain Road (E 11)",,"Sharjah","AE","http://www.manmechfze.com/","+971 6 526 1066","Air conditioning system supplier","Belt shop","Building materials supplier","Polythene and plastic sheeting supplier","Pool cleaning service","Pump supplier","Refrigerator store","Swimming pool supply store",,,,"https://www.google.com/maps/search/?api=1&query=Man%20Mech%20FZE&query_place_id=ChIJDVlvSNZXXz4Rs-x_ponXd-E","Air conditioning system supplier"
